10.1456774551956,1.00000000000000e+99,1.00000000000000e+99,8.64673869830785,7.44625622988956,1.00000000000000e+99,1.00000000000000e+99,6.65535182861255,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,5,1.00000000000000e+99,3,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,3,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
11,1.00000000000000e+99,1.00000000000000e+99,8,7,10,6,6,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,3.50015411291679,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3,3,1.00000000000000e+99,4,3,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4,1.00000000000000e+99,3.50015411291679,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,5.25046573233074,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
11.8617072865859,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,8.86294724802092,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,5,5,5.33324340811520,3.80735492205760,4.50015411291679,1.00000000000000e+99,5,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,7,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,5,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
11.9990000000000,10,1.00000000000000e+99,11,6.40599235967584,1.00000000000000e+99,4,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,2,1.00000000000000e+99,5,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4.04580368961313,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4,2,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,5.22785040921546,1.00000000000000e+99,2.41503749927884,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,2.41503749927884,3.41503749927884,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3.19264507794240,5.07637538863168,3,4.41503749927884,3.44426052081948,1.00000000000000e+99,1.00000000000000e+99,4,4,3.20753504002006,5.41503749927884,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,2.41503749927884,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
10,1.00000000000000e+99,1.00000000000000e+99,9,7.58496250072116,1.00000000000000e+99,7,8,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
11.9990000000000,1.00000000000000e+99,1.00000000000000e+99,9,1.00000000000000e+99,1.00000000000000e+99,6,6.51096191927738,5,5,5.33324340811520,4.58496250072116,4.50015411291679,1.00000000000000e+99,5,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,7,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,3,4,1.00000000000000e+99,1.00000000000000e+99,5,1.00000000000000e+99,4,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99,1.00000000000000e+99
10.79181410.14567746,,,8.646738698,7.44625623,,,6.655351829,,,,,,5,,3,,,,,,3,,,,,4,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,8,7,10,6,6,,4,,,3.500154113,,,,3,3,,4,3,,,,,,4,,3.500154113,,,,,,,,,,,,3,4,,,,,5.250465732,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
11.86170729,,,,8.862947248,,,,5,5,5.333243408,3.807354922,4.500154113,,5,4,,,,,,,,,7,,,,,,3,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.999,10,,11,6.40599236,,4,,4,,,2,,5,,,,,,,,,4.04580369,,,,,,,,,4,2,,,,,,,,,,,5.227850409,,2.415037499,,,,2.415037499,3.415037499,,,,3.192645078,5.076375389,3,4.415037499,3.444260521,,,4,4,3.20753504,5.415037499,,,,2.415037499,,,,,,,,,,
